,square,space_H,space_W,square_H,square_W,margin_H,margin_W,amount_sq_H,amount_sq_W,h,w,busbar_width,coverage [%],amount of ptc elements,square/aspect-ratio
577,0.119,2.6999999999999997,4.2,0.7,5.9,2.65,6.5,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
578,0.119,2.6999999999999997,4.5,0.7,5.9,2.65,6.35,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
579,0.119,2.6999999999999997,4.8,0.7,5.9,2.65,6.2,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
580,0.119,2.6999999999999997,3.5999999999999996,0.7,5.9,2.65,6.8,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
581,0.119,2.6999999999999997,3.8999999999999995,0.7,5.9,2.65,6.65,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
582,0.119,2.6999999999999997,4.2,0.7,5.9,2.65,6.5,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
583,0.119,2.6999999999999997,4.5,0.7,5.9,2.65,6.35,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
584,0.119,2.6999999999999997,4.8,0.7,5.9,2.65,6.2,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
585,0.119,2.6999999999999997,3.5999999999999996,0.7,5.9,2.65,6.8,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
586,0.119,2.6999999999999997,3.8999999999999995,0.7,5.9,2.65,6.65,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
587,0.119,2.6999999999999997,4.2,0.7,5.9,2.65,6.5,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
588,0.119,2.6999999999999997,4.5,0.7,5.9,2.65,6.35,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
589,0.119,2.6999999999999997,4.8,0.7,5.9,2.65,6.2,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
590,0.119,2.6999999999999997,3.3,0.7,5.9,2.65,6.95,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
591,0.119,2.6999999999999997,3.5999999999999996,0.7,5.9,2.65,6.8,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
592,0.119,2.6999999999999997,3.8999999999999995,0.7,5.9,2.65,6.65,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
593,0.119,2.6999999999999997,4.2,0.7,5.9,2.65,6.5,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
594,0.119,2.6999999999999997,4.5,0.7,5.9,2.65,6.35,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
595,0.119,2.6999999999999997,4.8,0.7,5.9,2.65,6.2,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
596,0.119,2.6999999999999997,2.9999999999999996,0.7,5.9,2.65,7.1,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
597,0.119,2.6999999999999997,3.3,0.7,5.9,2.65,6.95,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
598,0.119,2.6999999999999997,3.5999999999999996,0.7,5.9,2.65,6.8,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
599,0.119,2.6999999999999997,3.8999999999999995,0.7,5.9,2.65,6.65,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
600,0.119,2.6999999999999997,4.2,0.7,5.9,2.65,6.5,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
601,0.119,2.6999999999999997,4.5,0.7,5.9,2.65,6.35,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
602,0.119,2.6999999999999997,4.8,0.7,5.9,2.65,6.2,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
603,0.119,2.6999999999999997,2.9999999999999996,0.7,5.9,2.65,7.1,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
604,0.119,2.6999999999999997,3.3,0.7,5.9,2.65,6.95,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
605,0.119,2.6999999999999997,3.5999999999999996,0.7,5.9,2.65,6.8,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
606,0.119,2.6999999999999997,3.8999999999999995,0.7,5.9,2.65,6.65,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
607,0.119,2.6999999999999997,4.2,0.7,5.9,2.65,6.5,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
608,0.119,2.6999999999999997,4.5,0.7,5.9,2.65,6.35,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
609,0.119,2.6999999999999997,4.8,0.7,5.9,2.65,6.2,46.0,2.0,159.0,29.0,5.379,6.0,92.0,0.12
610,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
611,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
612,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
613,0.116,4.8,4.8,0.5,4.3,2.4,3.25,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
614,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
615,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
616,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
617,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
618,0.116,4.8,4.8,0.5,4.3,2.4,3.25,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
619,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
620,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
621,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
622,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
623,0.116,4.8,4.8,0.5,4.3,2.4,3.25,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
624,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
625,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
626,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
627,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
628,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
629,0.116,4.8,4.8,0.5,4.3,2.4,3.25,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
630,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
631,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
632,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
633,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
634,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
635,0.116,4.8,4.8,0.5,4.3,2.4,3.25,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
636,0.116,4.8,2.9999999999999996,0.5,4.3,2.4,5.05,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
637,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
638,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
639,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
640,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
641,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
642,0.116,4.8,4.8,0.5,4.3,2.4,3.25,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
643,0.116,4.8,2.9999999999999996,0.5,4.3,2.4,5.05,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
644,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
645,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
646,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
647,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
648,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
649,0.116,4.8,2.6999999999999997,0.5,4.3,2.4,5.35,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
650,0.116,4.8,2.9999999999999996,0.5,4.3,2.4,5.05,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
651,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
652,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
653,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
654,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
655,0.116,4.8,2.6999999999999997,0.5,4.3,2.4,5.35,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
656,0.116,4.8,2.9999999999999996,0.5,4.3,2.4,5.05,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
657,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
658,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
659,0.116,4.8,2.6999999999999997,0.5,4.3,2.4,5.35,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
660,0.116,4.8,2.9999999999999996,0.5,4.3,2.4,5.05,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
661,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
662,0.116,4.8,2.4,0.5,4.3,2.4,5.65,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
663,0.116,4.8,2.6999999999999997,0.5,4.3,2.4,5.35,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
664,0.116,4.8,2.9999999999999996,0.5,4.3,2.4,5.05,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
665,0.116,4.8,2.4,0.5,4.3,2.4,5.65,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
666,0.116,4.8,2.0999999999999996,0.5,4.3,2.4,5.95,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
667,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
668,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
669,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
670,0.116,4.8,4.8,0.5,4.3,2.4,3.25,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
671,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
672,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
673,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
674,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
675,0.116,4.8,4.8,0.5,4.3,2.4,3.25,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
676,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
677,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
678,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
679,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
680,0.116,4.8,4.8,0.5,4.3,2.4,3.25,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
681,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
682,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
683,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
684,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
685,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
686,0.116,4.8,4.8,0.5,4.3,2.4,3.25,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
687,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
688,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
689,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
690,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
691,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
692,0.116,4.8,4.8,0.5,4.3,2.4,3.25,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
693,0.116,4.8,2.9999999999999996,0.5,4.3,2.4,5.05,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
694,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
695,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
696,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
697,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
698,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
699,0.116,4.8,4.8,0.5,4.3,2.4,3.25,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
700,0.116,4.8,2.9999999999999996,0.5,4.3,2.4,5.05,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
701,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
702,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
703,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
704,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
705,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
706,0.116,4.8,2.6999999999999997,0.5,4.3,2.4,5.35,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
707,0.116,4.8,2.9999999999999996,0.5,4.3,2.4,5.05,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
708,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
709,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
710,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
711,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
712,0.116,4.8,2.6999999999999997,0.5,4.3,2.4,5.35,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
713,0.116,4.8,2.9999999999999996,0.5,4.3,2.4,5.05,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
714,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
715,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
716,0.116,4.8,2.6999999999999997,0.5,4.3,2.4,5.35,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
717,0.116,4.8,2.9999999999999996,0.5,4.3,2.4,5.05,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
718,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
719,0.116,4.8,2.4,0.5,4.3,2.4,5.65,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
720,0.116,4.8,2.6999999999999997,0.5,4.3,2.4,5.35,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
721,0.116,4.8,2.9999999999999996,0.5,4.3,2.4,5.05,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
722,0.116,4.8,2.4,0.5,4.3,2.4,5.65,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
723,0.116,4.8,2.0999999999999996,0.5,4.3,2.4,5.95,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
724,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
725,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
726,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
727,0.116,4.8,4.8,0.5,4.3,2.4,3.25,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
728,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
729,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
730,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
731,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
732,0.116,4.8,4.8,0.5,4.3,2.4,3.25,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
733,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
734,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
735,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
736,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
737,0.116,4.8,4.8,0.5,4.3,2.4,3.25,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
738,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
739,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
740,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
741,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
742,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
743,0.116,4.8,4.8,0.5,4.3,2.4,3.25,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
744,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
745,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
746,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
747,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
748,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
749,0.116,4.8,4.8,0.5,4.3,2.4,3.25,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
750,0.116,4.8,2.9999999999999996,0.5,4.3,2.4,5.05,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
751,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
752,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
753,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
754,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
755,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
756,0.116,4.8,4.8,0.5,4.3,2.4,3.25,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
757,0.116,4.8,2.9999999999999996,0.5,4.3,2.4,5.05,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
758,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
759,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
760,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
761,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
762,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
763,0.116,4.8,2.6999999999999997,0.5,4.3,2.4,5.35,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
764,0.116,4.8,2.9999999999999996,0.5,4.3,2.4,5.05,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
765,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
766,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
767,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
768,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
769,0.116,4.8,2.6999999999999997,0.5,4.3,2.4,5.35,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
770,0.116,4.8,2.9999999999999996,0.5,4.3,2.4,5.05,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
771,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
772,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
773,0.116,4.8,2.6999999999999997,0.5,4.3,2.4,5.35,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
774,0.116,4.8,2.9999999999999996,0.5,4.3,2.4,5.05,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
775,0.116,4.8,3.3,0.5,4.3,2.4,4.75,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
776,0.116,4.8,2.4,0.5,4.3,2.4,5.65,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
777,0.116,4.8,2.6999999999999997,0.5,4.3,2.4,5.35,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
778,0.116,4.8,2.9999999999999996,0.5,4.3,2.4,5.05,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
779,0.116,4.8,2.4,0.5,4.3,2.4,5.65,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
780,0.116,4.8,2.0999999999999996,0.5,4.3,2.4,5.95,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
781,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
782,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
783,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
784,0.116,4.8,4.8,0.5,4.3,2.4,3.25,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
785,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
786,0.116,4.8,3.8999999999999995,0.5,4.3,2.4,4.15,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
787,0.116,4.8,4.2,0.5,4.3,2.4,3.85,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
788,0.116,4.8,4.5,0.5,4.3,2.4,3.55,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
789,0.116,4.8,4.8,0.5,4.3,2.4,3.25,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
790,0.116,4.8,3.5999999999999996,0.5,4.3,2.4,4.45,30.0,3.0,159.0,29.0,5.379,3.0,90.0,0.12
