,square,space_H,space_W,square_H,square_W,margin_H,margin_W,amount_sq_H,amount_sq_W,h,w,busbar_width,coverage [%],amount of ptc elements,square/aspect-ratio
1213,0.128,4.2,3.5999999999999996,0.5,3.9,4.05,5.05,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1214,0.128,4.2,2.6999999999999997,0.5,3.9,4.05,5.95,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1215,0.128,4.2,2.9999999999999996,0.5,3.9,4.05,5.65,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1216,0.128,4.2,2.6999999999999997,0.5,3.9,4.05,5.95,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1217,0.128,4.2,4.2,0.5,3.9,4.05,4.45,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1218,0.128,4.2,4.5,0.5,3.9,4.05,4.15,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1219,0.128,4.2,4.8,0.5,3.9,4.05,3.85,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1220,0.128,4.2,4.2,0.5,3.9,4.05,4.45,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1221,0.128,4.2,4.5,0.5,3.9,4.05,4.15,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1222,0.128,4.2,4.8,0.5,3.9,4.05,3.85,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1223,0.128,4.2,3.8999999999999995,0.5,3.9,4.05,4.75,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1224,0.128,4.2,4.2,0.5,3.9,4.05,4.45,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1225,0.128,4.2,4.5,0.5,3.9,4.05,4.15,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1226,0.128,4.2,4.8,0.5,3.9,4.05,3.85,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1227,0.128,4.2,3.8999999999999995,0.5,3.9,4.05,4.75,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1228,0.128,4.2,4.2,0.5,3.9,4.05,4.45,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1229,0.128,4.2,4.5,0.5,3.9,4.05,4.15,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1230,0.128,4.2,4.8,0.5,3.9,4.05,3.85,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1231,0.128,4.2,3.8999999999999995,0.5,3.9,4.05,4.75,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1232,0.128,4.2,4.2,0.5,3.9,4.05,4.45,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1233,0.128,4.2,4.5,0.5,3.9,4.05,4.15,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1234,0.128,4.2,4.8,0.5,3.9,4.05,3.85,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1235,0.128,4.2,3.5999999999999996,0.5,3.9,4.05,5.05,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1236,0.128,4.2,3.8999999999999995,0.5,3.9,4.05,4.75,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1237,0.128,4.2,4.2,0.5,3.9,4.05,4.45,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1238,0.128,4.2,4.5,0.5,3.9,4.05,4.15,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1239,0.128,4.2,4.8,0.5,3.9,4.05,3.85,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1240,0.128,4.2,3.5999999999999996,0.5,3.9,4.05,5.05,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1241,0.128,4.2,3.8999999999999995,0.5,3.9,4.05,4.75,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1242,0.128,4.2,4.2,0.5,3.9,4.05,4.45,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1243,0.128,4.2,4.5,0.5,3.9,4.05,4.15,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1244,0.128,4.2,4.8,0.5,3.9,4.05,3.85,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1245,0.128,4.2,3.3,0.5,3.9,4.05,5.35,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1246,0.128,4.2,3.5999999999999996,0.5,3.9,4.05,5.05,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1247,0.128,4.2,3.8999999999999995,0.5,3.9,4.05,4.75,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1248,0.128,4.2,4.2,0.5,3.9,4.05,4.45,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1249,0.128,4.2,4.5,0.5,3.9,4.05,4.15,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1250,0.128,4.2,4.8,0.5,3.9,4.05,3.85,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1251,0.128,4.2,3.3,0.5,3.9,4.05,5.35,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1252,0.128,4.2,3.5999999999999996,0.5,3.9,4.05,5.05,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1253,0.128,4.2,3.8999999999999995,0.5,3.9,4.05,4.75,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1254,0.128,4.2,4.2,0.5,3.9,4.05,4.45,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1255,0.128,4.2,2.9999999999999996,0.5,3.9,4.05,5.65,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1256,0.128,4.2,3.3,0.5,3.9,4.05,5.35,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1257,0.128,4.2,3.5999999999999996,0.5,3.9,4.05,5.05,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1258,0.128,4.2,3.8999999999999995,0.5,3.9,4.05,4.75,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1259,0.128,4.2,2.9999999999999996,0.5,3.9,4.05,5.65,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1260,0.128,4.2,3.3,0.5,3.9,4.05,5.35,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1261,0.128,4.2,3.5999999999999996,0.5,3.9,4.05,5.05,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1262,0.128,4.2,2.6999999999999997,0.5,3.9,4.05,5.95,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1263,0.128,4.2,2.9999999999999996,0.5,3.9,4.05,5.65,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1264,0.128,4.2,2.6999999999999997,0.5,3.9,4.05,5.95,33.0,3.0,159.0,29.0,5.379,3.0,99.0,0.13
1265,0.148,3.3,1.5,0.9,6.1,1.35,3.85,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1266,0.148,3.3,1.8,0.9,6.1,1.35,3.55,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1267,0.148,3.3,2.0999999999999996,0.9,6.1,1.35,3.25,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1268,0.148,3.3,2.4,0.9,6.1,1.35,2.95,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1269,0.148,3.3,2.6999999999999997,0.9,6.1,1.35,2.65,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1270,0.148,3.3,2.9999999999999996,0.9,6.1,1.35,2.35,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1271,0.148,3.3,3.3,0.9,6.1,1.35,2.05,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1272,0.148,3.3,3.5999999999999996,0.9,6.1,1.35,1.75,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1273,0.148,3.3,3.8999999999999995,0.9,6.1,1.35,1.45,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1274,0.148,3.3,4.2,0.9,6.1,1.35,1.15,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1275,0.148,3.3,1.2,0.9,6.1,1.35,4.15,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1276,0.148,3.3,1.5,0.9,6.1,1.35,3.85,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1277,0.148,3.3,1.8,0.9,6.1,1.35,3.55,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1278,0.148,3.3,2.0999999999999996,0.9,6.1,1.35,3.25,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1279,0.148,3.3,2.4,0.9,6.1,1.35,2.95,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1280,0.148,3.3,2.6999999999999997,0.9,6.1,1.35,2.65,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1281,0.148,3.3,2.9999999999999996,0.9,6.1,1.35,2.35,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1282,0.148,3.3,3.3,0.9,6.1,1.35,2.05,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1283,0.148,3.3,3.5999999999999996,0.9,6.1,1.35,1.75,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1284,0.148,3.3,3.8999999999999995,0.9,6.1,1.35,1.45,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1285,0.148,3.3,1.2,0.9,6.1,1.35,4.15,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1286,0.148,3.3,1.5,0.9,6.1,1.35,3.85,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1287,0.148,3.3,1.8,0.9,6.1,1.35,3.55,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1288,0.148,3.3,2.0999999999999996,0.9,6.1,1.35,3.25,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1289,0.148,3.3,2.4,0.9,6.1,1.35,2.95,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1290,0.148,3.3,2.6999999999999997,0.9,6.1,1.35,2.65,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1291,0.148,3.3,2.9999999999999996,0.9,6.1,1.35,2.35,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1292,0.148,3.3,3.3,0.9,6.1,1.35,2.05,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1293,0.148,3.3,0.8999999999999999,0.9,6.1,1.35,4.45,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1294,0.148,3.3,1.2,0.9,6.1,1.35,4.15,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1295,0.148,3.3,1.5,0.9,6.1,1.35,3.85,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1296,0.148,3.3,1.8,0.9,6.1,1.35,3.55,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1297,0.148,3.3,2.0999999999999996,0.9,6.1,1.35,3.25,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1298,0.148,3.3,2.4,0.9,6.1,1.35,2.95,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1299,0.148,3.3,2.6999999999999997,0.9,6.1,1.35,2.65,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1300,0.148,3.3,2.9999999999999996,0.9,6.1,1.35,2.35,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1301,0.148,3.3,0.8999999999999999,0.9,6.1,1.35,4.45,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1302,0.148,3.3,1.2,0.9,6.1,1.35,4.15,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1303,0.148,3.3,1.5,0.9,6.1,1.35,3.85,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1304,0.148,3.3,1.8,0.9,6.1,1.35,3.55,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1305,0.148,3.3,2.0999999999999996,0.9,6.1,1.35,3.25,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1306,0.148,3.3,2.4,0.9,6.1,1.35,2.95,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1307,0.148,3.3,2.6999999999999997,0.9,6.1,1.35,2.65,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1308,0.148,3.3,0.6,0.9,6.1,1.35,4.75,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1309,0.148,3.3,0.8999999999999999,0.9,6.1,1.35,4.45,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1310,0.148,3.3,1.2,0.9,6.1,1.35,4.15,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1311,0.148,3.3,1.5,0.9,6.1,1.35,3.85,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1312,0.148,3.3,1.8,0.9,6.1,1.35,3.55,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1313,0.148,3.3,2.0999999999999996,0.9,6.1,1.35,3.25,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1314,0.148,3.3,0.6,0.9,6.1,1.35,4.75,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1315,0.148,3.3,0.8999999999999999,0.9,6.1,1.35,4.45,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1316,0.148,3.3,1.2,0.9,6.1,1.35,4.15,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1317,0.148,3.3,1.5,0.9,6.1,1.35,3.85,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1318,0.148,3.3,1.8,0.9,6.1,1.35,3.55,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1319,0.148,3.3,0.3,0.9,6.1,1.35,5.05,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1320,0.148,3.3,0.6,0.9,6.1,1.35,4.75,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1321,0.148,3.3,0.8999999999999999,0.9,6.1,1.35,4.45,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1322,0.148,3.3,1.2,0.9,6.1,1.35,4.15,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1323,0.148,3.3,1.5,0.9,6.1,1.35,3.85,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1324,0.148,3.3,0.3,0.9,6.1,1.35,5.05,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1325,0.148,3.3,0.6,0.9,6.1,1.35,4.75,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1326,0.148,3.3,0.8999999999999999,0.9,6.1,1.35,4.45,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1327,0.148,3.3,0.3,0.9,6.1,1.35,5.05,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1328,0.148,3.3,0.6,0.9,6.1,1.35,4.75,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1329,0.148,3.3,0.3,0.9,6.1,1.35,5.05,38.0,3.0,159.0,29.0,5.379,9.0,114.0,0.15
1330,0.152,3.5999999999999996,4.8,0.5,3.3,1.35,4.75,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1331,0.152,3.5999999999999996,4.8,0.5,3.3,1.35,4.75,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1332,0.152,3.5999999999999996,4.5,0.5,3.3,1.35,5.05,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1333,0.152,3.5999999999999996,4.8,0.5,3.3,1.35,4.75,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1334,0.152,3.5999999999999996,4.5,0.5,3.3,1.35,5.05,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1335,0.152,3.5999999999999996,4.8,0.5,3.3,1.35,4.75,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1336,0.152,3.5999999999999996,4.2,0.5,3.3,1.35,5.35,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1337,0.152,3.5999999999999996,4.5,0.5,3.3,1.35,5.05,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1338,0.152,3.5999999999999996,4.8,0.5,3.3,1.35,4.75,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1339,0.152,3.5999999999999996,4.2,0.5,3.3,1.35,5.35,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1340,0.152,3.5999999999999996,4.5,0.5,3.3,1.35,5.05,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1341,0.152,3.5999999999999996,4.8,0.5,3.3,1.35,4.75,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1342,0.152,3.5999999999999996,3.8999999999999995,0.5,3.3,1.35,5.65,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1343,0.152,3.5999999999999996,4.2,0.5,3.3,1.35,5.35,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1344,0.152,3.5999999999999996,4.5,0.5,3.3,1.35,5.05,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1345,0.152,3.5999999999999996,4.8,0.5,3.3,1.35,4.75,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1346,0.152,3.5999999999999996,3.8999999999999995,0.5,3.3,1.35,5.65,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1347,0.152,3.5999999999999996,4.2,0.5,3.3,1.35,5.35,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1348,0.152,3.5999999999999996,4.5,0.5,3.3,1.35,5.05,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1349,0.152,3.5999999999999996,4.8,0.5,3.3,1.35,4.75,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1350,0.152,3.5999999999999996,3.8999999999999995,0.5,3.3,1.35,5.65,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1351,0.152,3.5999999999999996,4.2,0.5,3.3,1.35,5.35,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1352,0.152,3.5999999999999996,4.5,0.5,3.3,1.35,5.05,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1353,0.152,3.5999999999999996,3.5999999999999996,0.5,3.3,1.35,5.95,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1354,0.152,3.5999999999999996,3.8999999999999995,0.5,3.3,1.35,5.65,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1355,0.152,3.5999999999999996,3.5999999999999996,0.5,3.3,1.35,5.95,39.0,3.0,159.0,29.0,5.379,3.0,117.0,0.15
1356,0.159,2.6999999999999997,0.3,1.1,6.9,2.95,3.85,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1357,0.159,2.6999999999999997,0.6,1.1,6.9,2.95,3.55,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1358,0.159,2.6999999999999997,0.8999999999999999,1.1,6.9,2.95,3.25,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1359,0.159,2.6999999999999997,1.2,1.1,6.9,2.95,2.95,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1360,0.159,2.6999999999999997,1.5,1.1,6.9,2.95,2.65,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1361,0.159,2.6999999999999997,1.8,1.1,6.9,2.95,2.35,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1362,0.159,2.6999999999999997,2.0999999999999996,1.1,6.9,2.95,2.05,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1363,0.159,2.6999999999999997,2.4,1.1,6.9,2.95,1.75,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1364,0.159,2.6999999999999997,2.6999999999999997,1.1,6.9,2.95,1.45,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1365,0.159,2.6999999999999997,2.9999999999999996,1.1,6.9,2.95,1.15,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1366,0.159,2.6999999999999997,0.3,1.1,6.9,2.95,3.85,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1367,0.159,2.6999999999999997,0.6,1.1,6.9,2.95,3.55,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1368,0.159,2.6999999999999997,0.8999999999999999,1.1,6.9,2.95,3.25,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1369,0.159,2.6999999999999997,1.2,1.1,6.9,2.95,2.95,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1370,0.159,2.6999999999999997,1.5,1.1,6.9,2.95,2.65,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1371,0.159,2.6999999999999997,1.8,1.1,6.9,2.95,2.35,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1372,0.159,2.6999999999999997,2.0999999999999996,1.1,6.9,2.95,2.05,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1373,0.159,2.6999999999999997,2.4,1.1,6.9,2.95,1.75,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1374,0.159,2.6999999999999997,2.6999999999999997,1.1,6.9,2.95,1.45,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1375,0.159,2.6999999999999997,0.3,1.1,6.9,2.95,3.85,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1376,0.159,2.6999999999999997,0.6,1.1,6.9,2.95,3.55,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1377,0.159,2.6999999999999997,0.8999999999999999,1.1,6.9,2.95,3.25,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1378,0.159,2.6999999999999997,1.2,1.1,6.9,2.95,2.95,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1379,0.159,2.6999999999999997,1.5,1.1,6.9,2.95,2.65,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1380,0.159,2.6999999999999997,1.8,1.1,6.9,2.95,2.35,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1381,0.159,2.6999999999999997,2.0999999999999996,1.1,6.9,2.95,2.05,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1382,0.159,2.6999999999999997,0.3,1.1,6.9,2.95,3.85,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1383,0.159,2.6999999999999997,0.6,1.1,6.9,2.95,3.55,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1384,0.159,2.6999999999999997,0.8999999999999999,1.1,6.9,2.95,3.25,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1385,0.159,2.6999999999999997,1.2,1.1,6.9,2.95,2.95,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1386,0.159,2.6999999999999997,1.5,1.1,6.9,2.95,2.65,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1387,0.159,2.6999999999999997,1.8,1.1,6.9,2.95,2.35,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1388,0.159,2.6999999999999997,0.3,1.1,6.9,2.95,3.85,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1389,0.159,2.6999999999999997,0.6,1.1,6.9,2.95,3.55,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1390,0.159,2.6999999999999997,0.8999999999999999,1.1,6.9,2.95,3.25,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1391,0.159,2.6999999999999997,1.2,1.1,6.9,2.95,2.95,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1392,0.159,2.6999999999999997,1.5,1.1,6.9,2.95,2.65,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1393,0.159,2.6999999999999997,0.3,1.1,6.9,2.95,3.85,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1394,0.159,2.6999999999999997,0.6,1.1,6.9,2.95,3.55,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1395,0.159,2.6999999999999997,0.8999999999999999,1.1,6.9,2.95,3.25,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1396,0.159,2.6999999999999997,0.3,1.1,6.9,2.95,3.85,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1397,0.159,2.6999999999999997,0.6,1.1,6.9,2.95,3.55,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1398,0.159,2.6999999999999997,0.3,1.1,6.9,2.95,3.85,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1399,0.159,2.6999999999999997,0.3,1.1,6.9,2.95,3.85,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1400,0.159,2.6999999999999997,0.6,1.1,6.9,2.95,3.55,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1401,0.159,2.6999999999999997,0.8999999999999999,1.1,6.9,2.95,3.25,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1402,0.159,2.6999999999999997,1.2,1.1,6.9,2.95,2.95,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1403,0.159,2.6999999999999997,1.5,1.1,6.9,2.95,2.65,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1404,0.159,2.6999999999999997,1.8,1.1,6.9,2.95,2.35,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1405,0.159,2.6999999999999997,2.0999999999999996,1.1,6.9,2.95,2.05,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1406,0.159,2.6999999999999997,2.4,1.1,6.9,2.95,1.75,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1407,0.159,2.6999999999999997,2.6999999999999997,1.1,6.9,2.95,1.45,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1408,0.159,2.6999999999999997,2.9999999999999996,1.1,6.9,2.95,1.15,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1409,0.159,2.6999999999999997,0.3,1.1,6.9,2.95,3.85,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1410,0.159,2.6999999999999997,0.6,1.1,6.9,2.95,3.55,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1411,0.159,2.6999999999999997,0.8999999999999999,1.1,6.9,2.95,3.25,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1412,0.159,2.6999999999999997,1.2,1.1,6.9,2.95,2.95,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1413,0.159,2.6999999999999997,1.5,1.1,6.9,2.95,2.65,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1414,0.159,2.6999999999999997,1.8,1.1,6.9,2.95,2.35,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1415,0.159,2.6999999999999997,2.0999999999999996,1.1,6.9,2.95,2.05,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1416,0.159,2.6999999999999997,2.4,1.1,6.9,2.95,1.75,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1417,0.159,2.6999999999999997,2.6999999999999997,1.1,6.9,2.95,1.45,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1418,0.159,2.6999999999999997,0.3,1.1,6.9,2.95,3.85,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
1419,0.159,2.6999999999999997,0.6,1.1,6.9,2.95,3.55,41.0,3.0,159.0,29.0,5.379,14.0,123.0,0.16
